date	close	high	low	open	quoteVolume	volume	weightedAverage	price_usd
2015-01-02	0.00841001	0.00861563	0.008400030000000001	0.00861384	338.59800533	2.87941871	0.00850394	2.6854179355382324
2015-01-03	0.00763004	0.00856952	0.00753	0.00845398	1655.02724207	13.11711398	0.00792561	2.3896699554353487
2015-01-04	0.00754902	0.00799923	0.00730091	0.0076321900000000005	1155.30674784	8.6823489	0.00751518	2.079495797731781
2015-01-05	0.00776999	0.007799899999999999	0.00741001	0.00741001	750.15706738	5.74637457	0.007660220000000001	2.076988178408139
2015-01-06	0.00769508	0.00776872	0.00752415	0.0077	413.76312643	3.15570491	0.00762683	2.091707395037122
2015-01-07	0.0073100000000000005	0.00768297	0.0073100000000000005	0.00752508	533.80072535	3.97039492	0.00743797	2.1834238809504583
2015-01-08	0.00727622	0.007560000000000001	0.00701161	0.00730758	942.40092868	6.81519477	0.0072317300000000004	2.099834072792835
2015-01-09	0.00687584	0.00725737	0.00687154	0.00725736	595.23539219	4.18449082	0.00702997	2.0511405778951626
2015-01-10	0.00622328	0.00705638	0.00600273	0.0068874800000000005	754.20963694	4.81077531	0.00637856	1.8019652785689844
2015-01-11	0.0066926	0.006949980000000001	0.00615814	0.0062023700000000005	2015.98781422	13.2098598	0.00655254	1.7774316396001983
2015-01-12	0.00631301	0.00687299	0.00631301	0.0066926	679.77291833	4.44081836	0.00653279	1.7965539390283893
2015-01-13	0.00690187	0.0071	0.00613026	0.00639998	1217.91022498	8.06093205	0.00661865	1.567368002554155
2015-01-14	0.00655529	0.0075914	0.006500000000000001	0.00709988	1555.92322587	10.83660224	0.0069647400000000005	1.3627791265779345
2015-01-15	0.00618447	0.00675617	0.00600007	0.00654828	1237.50727821	7.99777473	0.00646281	1.3465186919580494
2015-01-16	0.00672455	0.0070757500000000004	0.00616883	0.0063403800000000005	1011.94688056	6.84535206	0.00676453	1.4231226919025626
2015-01-17	0.00665186	0.0068787	0.006500000000000001	0.00687865	2528.07367395	17.11227911	0.0067689	1.356784063557614
2015-01-18	0.00633287	0.00667545	0.00630049	0.00653299	503.58342749	3.22363029	0.00640138	1.3429254725277748
2015-01-19	0.0063928100000000005	0.00645074	0.006	0.0064	1256.1394035	7.93891399	0.0063200800000000005	1.3368446580215447
2015-01-20	0.00638379	0.00645067	0.00621475	0.00639009	1122.59057478	7.19220706	0.00640679	1.3663501149486712
2015-01-21	0.00617796	0.0064	0.00617796	0.0063361500000000005	440.39307401	2.76787996	0.0062850200000000005	1.361731008545185
2015-01-22	0.00608179	0.00639246	0.0060557	0.00616002	515.82019868	3.19318882	0.0061905	1.4522611670644219
2015-01-23	0.00616493	0.00637838	0.00608403	0.00608405	505.78019778	3.13707996	0.00620245	1.436409143908737
2015-01-24	0.0076009300000000005	0.0076822999999999995	0.00614915	0.00614915	2261.94136194	16.37279464	0.00723838	1.7473925547858877
2015-01-25	0.008870099999999999	0.00936998	0.007473499999999999	0.00760121	4553.17390877	39.85034105	0.00875221	2.187071503810122
2015-01-26	0.00790187	0.0091999	0.00755101	0.00897708	5461.53104302	44.1953463	0.00809211	2.286461727723798
2015-01-27	0.00806655	0.00829967	0.00758459	0.00772651	1096.8985544	8.71129812	0.007941750000000001	2.001323973269427
